what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535258747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535260252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535263444
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535263750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535293489
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535294202
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535294758
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535295375
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535296057
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535296866
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1420535297519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420535299945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535302714
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420535305295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535305364
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535305473
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1420535305514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535305874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535312742
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1420535312767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535314492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535316505
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420535324028
error,log,,,"Problems encountered during text search.",1420535328441
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535328454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535333816
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535334173
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535334207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535337827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535338013
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535352762
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535358476
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535366228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535367770
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420535374405
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420535416877
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420535443509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535450509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535508886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535512476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535618039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535623942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535678890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535698565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535700341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535711803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535741351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535743859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535792118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535795374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535847960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420535901372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536043910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536047094
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536052556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536055941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536060542
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1420536072750
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420536091484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420536094243
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420536102495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420536105360
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420536107393
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420536125789
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420536135498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420536138581
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420536140620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420536153403
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420536162449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536165004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536348275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536349962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536573244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536577506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536583463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420536626552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536629799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536631555
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1420536632772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536634837
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536828170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536864104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536881523
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420536900528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420536905037
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536908815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536917939
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536936126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420536956561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537025188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537027644
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1420537039237
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537097603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420537118068
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420537134776
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537149682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537159917
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1420537196281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420537237678
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537240927
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537243461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537243536
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1420537243568
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537244102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537254070
error,log,,,"Problems encountered during text search.",1420537259445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537259581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537259750
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537278792
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537281277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537281482
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537287755
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537288099
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420537299900
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537303935
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537306471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537306539
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537306578
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1420537306639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537307215
error,log,,,"Problems encountered during text search.",1420537313319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537317757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537319464
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537319666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537320995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537329590
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537333896
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537349318
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537351409
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537351758
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537352985
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537353310
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537355196
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537355525
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1420537359177
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420537360853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537377431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420537379350
