what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501245523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501260336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501270856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501279378
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1420501298270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501303807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501307288
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1420501307310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501319064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501326701
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1420501359571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420501375056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420501376974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420501387679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420501389975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1420501394372
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1420501397416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1420501405996
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1420501414654
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1420501417423
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1420501424806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501427218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501518223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501530366
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1420501546958
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1420501550772
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1420501555816
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1420501556147
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1420501556165
